Timestamp,Extractor_initials,Checker_initials,Checker_comment,Article_DOI,Article_title,Article_author,Article_journal,String_development_described,String_development_comment,String_development_record_provided,String_development_record_comment,String_development_seed_papers_used,String_development_seed_papers_comment,String_sensitivity_evaluation_mentioned,String_sensitivity_evaluation_mentioned_comment,String_sensitivity_evaluation_source_number,String_sensitivity_evaluation_sources_comment,String_sensitivity_test_papers_used,String_sensitivity_test_papers_comment,String_sensitivity_test_papers_terminology,String_sensitivity_test_papers_number,String_sensitivity_test_papers_sources,String_sensitivity_test_approach,Information_specialist_involved,Information_specialist_comment,General_comment,Search sources,Final_string_provided_comment,Final_string_provided,String_development_described,String_development_comment,String_development_record_provided,String_development_record_comment,String_development_seed_papers_used,String_development_seed_papers_comment
7/4/2023 8:59:55,ML,SY,,10.1002/14651858.CD015614,Analgesics for intrauterine device placement,Zapata,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""The Fertility Regulation Group Information Specialist will conduct a search for all published, unpublished, and ongoing studies, without restrictions on language or publication status."" ""Designing search strategies: Robin Payter (Information Specialist).""",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), Scopus, World Health Organization Global Index Medicus; World Health Organization International Clinical Trials Registry Platform (www.who.int/trialsearch); references; contacting researchers","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/4/2023 9:47:21,ML,SY,add hedge statement to other fields,10.1002/14651858.CD015114,Antibiotics for preventing wound infections after snakebite,Bhaumik,Cochrane Database of Systematic Reviews,no,"hedges used: ""We will combine the MEDLINE Ovid search with the Cochrane Highly Sensitive Search Strategy for identifying randomised trials in MEDLINE: sensitivity‐maximising version (2008 revision) (Lefebvre 2022).""; register used: ""Cochrane Wounds Specialised Register""",no,,,,no,"hedges used: ""We will combine the MEDLINE Ovid search with the Cochrane Highly Sensitive Search Strategy for identifying randomised trials in MEDLINE: sensitivity‐maximising version (2008 revision) (Lefebvre 2022).""; register used: ""Cochrane Wounds Specialised Register""",,,,,,,,,yes,"""Sophie Bishop (Information Specialist): developed the search strategy.""","hedges used:  ""We will combine the MEDLINE Ovid search with the Cochrane Highly Sensitive Search Strategy for identifying randomised trials in MEDLINE: sensitivity‐maximising version (2008 revision) (Lefebvre 2022).""; register used: ""Cochrane Wounds Specialised Register""","ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), Virtual Health Library (LILACS), Cochrane Wounds Specialised Register; World Health Organization International Clinical Trials Registry Platform; Scielo; references; contacting researchers",Appendix 1. CENTRAL,yes (exact search strategy for at least one source),,,,,,
7/4/2023 9:59:53,ML,SY,add additional statement about IS involvement,10.1002/14651858.CD015266,Nonsteroidal anti-inflammatory drugs (NSAIDs) and aspirin for preventing colorectal adenomas and cancers in the general population,Cai,Cochrane Database of Systematic Reviews,no,"hedges used: ""We will combine the subject‐specific strategy with the sensitivity‐ and precision‐maximising version of the Cochrane highly sensitive search strategy for identifying randomised trials (2008 revision) (Lefebvre 2022). We will combine the Embase Ovid search with the Ovid Embase filter developed b",no,,,,no,"hedges used: ""We will combine the subject‐specific strategy with the sensitivity‐ and precision‐maximising version of the Cochrane highly sensitive search strategy for identifying randomised trials (2008 revision) (Lefebvre 2022). We will combine the Embase Ovid search with the Ovid Embase filter developed by Cochrane UK (Glanville 2019).""",,,,,,,,,no,,"hedges used: ""We will combine the subject‐specific strategy with the sensitivity‐ and precision‐maximising version of the Cochrane highly sensitive search strategy for identifying randomised trials (2008 revision) (Lefebvre 2022). We will combine the Embase Ovid search with the Ovid Embase filter developed by Cochrane UK (Glanville 2019).""","ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline),  World Health Organization (WHO) International Clinical Trials Registry Platform (ICTRP); references; conference proceedings",Appendix 1. Preliminary MEDLINE; Appendix 2. Preliminary CENTRAL; Appendix 3. Preliminary Embase,yes (exact search strategy for at least one source),,,,,,
7/4/2023 10:08:11,ML,SY,add note about search development in column J,10.1002/14651858.CD015122,Tranexamic acid for percutaneous nephrolithotomy,Cleveland,Cochrane Database of Systematic Reviews,no,"draft strategy acknowledged as a draft search strategy to be modified: ""If we detect additional relevant keywords during any of the electronic or other searches, we will modify the electronic search strategies to incorporate these terms and document the changes.""",no,,,,no,,,,,,,,,,no,"involved (and co-authored), but not explicitly acknowledged as such: ""Carrie L Price (CP): developed and performed the literature search."", Carrie L Price affiliation is ""Albert S. Cook Library, Towson University, Towson, USA""","draft strategy acknowledged as a draft search strategy to be modified: ""If we detect additional relevant keywords during any of the electronic or other searches, we will modify the electronic search strategies to incorporate these terms and document the changes.""","ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), PubMed (Medline), Scopus, Global Index Medicus (via World Health Organization; WHO); references; contacting researchers; contacting manufacturers","Appendix 1. PubMed, Embase, Scopus, Cochrane Library via Wiley, Global Index Medicus via WHO, ClinicalTrials.gov",yes (exact search strategy for at least one source),,,,,,
7/4/2023 10:13:48,ML,SY,,10.1002/14651858.CD014786,Gut microbial biomarkers for predicting adverse outcomes in people with chronic kidney disease,Cooper,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""We will search the following electronic databases with the help of the Cochrane Kidney and Transplant Information Specialist."" , ""We wish to acknowledge the assistance of the Cochrane Kidney and Transplant Information Specialist, Gail Higgins.""",,"OVID (Embase/Embase Classic, PsycINFO, Medline), references; contacting researchers","Appendix 2. MEDLIN, EMBASE",yes (exact search strategy for all sources),,,,,,
7/4/2023 10:19:38,ML,SY,add note about hedges to columns P and J,10.1002/14651858.CD014802,Neuroprotective effect of sulfonylurea drugs for people with ischemic stroke,Fan,Cochrane Database of Systematic Reviews,no,"hedges: ""We will combine all search strategies deployed with subject strategy adaptations of the Cochrane Highly Sensitive Search Strategy (CHSSS) for identifying RCTs in MEDLINE: sensitivity‐maximizing version (2008 revision), as described in boxes 3.c and 3.d in the Technical Supplement to Chapter 4 of The Cochrane Handbook for Systematic Reviews of Interventions (Lefebvre 2021)""; used register: ""See the 'Specialized register' section on the Cochrane Stroke Group website (apps.ccbs.ed.ac.uk/csrg/entity/searchmethods.pdf).""",no,,,,no,"used hedges: ""We will combine all search strategies deployed with subject strategy adaptations of the Cochrane Highly Sensitive Search Strategy (CHSSS) for identifying RCTs in MEDLINE: sensitivity‐maximizing version (2008 revision), as described in boxes 3.c and 3.d in the Technical Supplement to Chapter 4 of The Cochrane Handbook for Systematic Reviews of Interventions (Lefebvre 2021)""; used register: ""See the 'Specialized register' section on the Cochrane Stroke Group website (apps.ccbs.ed.ac.uk/csrg/entity/searchmethods.pdf).""",,,,,,,,,yes,"""The subject search strategies for databases included in this review will be designed by our institution’s Medical Subject Librarian and the Cochrane Stroke Group’s Information Specialist (Appendix 1)."", ""We thank Joshua Cheyne, Cochrane Stroke Group Information Specialist, for valuable advice on developing the search strategy for this Cochrane protocol.""","used hedges: ""We will combine all search strategies deployed with subject strategy adaptations of the Cochrane Highly Sensitive Search Strategy (CHSSS) for identifying RCTs in MEDLINE: sensitivity‐maximizing version (2008 revision), as described in boxes 3.c and 3.d in the Technical Supplement to Chapter 4 of The Cochrane Handbook for Systematic Reviews of Interventions (Lefebvre 2021)""; used register: ""See the 'Specialized register' section on the Cochrane Stroke Group website (apps.ccbs.ed.ac.uk/csrg/entity/searchmethods.pdf).""","ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), ProQuest (ABI/Inform Global, Nursing & Allied Health Database, Public Health Database), PubMed (Medline), Web of Science (Medline, Web of Science Core Collection), China Biological Medicine Database (CBM; from 1978) (www.sinomed.ac.cn/index.jsp); China National Knowledge Infrastructure (CNKI; from 1979) (oversea.cnki.net/index/); Chinese Clinical Trial Registry (www.chictr.org.cn/searchproj.aspx); International Standard Randomized Controlled Trials Number (ISRCTN) Registry; references;  British Library EthOS ",Appendix 1. Ovid MEDLINE,yes (exact search strategy for at least one source),,,,,,
7/4/2023 10:42:20,ML,SY,add note about hedges to columns P and J,10.1002/14651858.CD014901,Early versus late surgical start times for on-pump cardiac surgery,Liu,Cochrane Database of Systematic Reviews,no,"The Cochrane sensitivity‐maximising RCT filter (Lefebvre 2021), will be applied to MEDLINE (Ovid) and adaptations of it to the other databases, except CENTRAL.",no,,,,no,"""The Cochrane sensitivity‐maximising RCT filter (Lefebvre 2021), will be applied to MEDLINE (Ovid) and adaptations of it to the other databases, except CENTRAL.""",,,,,,,,,no,,"hedges used: ""The Cochrane sensitivity‐maximising RCT filter (Lefebvre 2021), will be applied to MEDLINE (Ovid) and adaptations of it to the other databases, except CENTRAL.""","ClinicalTrials.gov, Cochrane Library (CENTRAL), Google Scholar, OVID (Embase/Embase Classic, PsycINFO, Medline), Web of Science (Medline, Web of Science Core Collection), e WHO International Clinical Trials Registry Platform (ICTRP) Search Portal (apps.who.int/trialsearch/); references; contacting researchers",Appendix 1. Preliminary MEDLINE,yes (exact search strategy for at least one source),,,,,,
7/4/2023 10:46:26,ML,SY,,10.1002/14651858.CD015092,Glucagon-like peptide-1 analogues for overweight or obese adults,Madrid,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""Camila Micaela Escobar Liquitay: information specialist; writing""",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), Virtual Health Library (LILACS), World Health Organization International Clinical Trials Registry Platform (ICTRP); references; contacting researchers","Appendix 1. MEDLINE (Ovid), CENTRAL, Embase (Ovid), LILACS, ClinicalTrials.gov, ICTRP",yes (exact search strategy for all sources),,,,,,
7/4/2023 10:51:57,ML,SY,add note about hedges to columns P and J,10.1002/14651858.CD015250,Blood pressure lowering effect of hydrochlorothiazide compared to other diuretics for hypertension,Morley-Senkler,Cochrane Database of Systematic Reviews,no,"""The Information Specialist will model the subject strategies for databases on the search strategy designed for MEDLINE. Where appropriate, the CIS will combine the subject strategy adaptations of the highly sensitive search strategy designed by Cochrane for identifying randomised controlled trials (as described in the Cochrane Handbook for Systematic Reviews of Interventions Version 6.2 (Higgins 2021).""",no,,,,no,"""The Information Specialist will model the subject strategies for databases on the search strategy designed for MEDLINE. Where appropriate, the CIS will combine the subject strategy adaptations of the highly sensitive search strategy designed by Cochrane for identifying randomised controlled trials (as described in the Cochrane Handbook for Systematic Reviews of Interventions Version 6.2 (Higgins 2021).""",,,,,,,,,yes,"""The Cochrane Hypertension Information Specialist (CIS) will search the following databases"", ""The Information Specialist will model the subject strategies for databases on the search strategy designed for MEDLINE."", ""The review authors would like to acknowledge Douglas Salzwedel for his help in designing and carrying out the literature searches""","used register: ""The CIS will search the Hypertension Specialised Register segment (which includes searches of MEDLINE and Embase for systematic reviews) to retrieve published systematic reviews related to this review title, "", used hedges: ""Where appropriate, the CIS will combine the subject strategy adaptations of the highly sensitive search strategy designed by Cochrane for identifying randomised controlled trials (as described in the Cochrane Handbook for Systematic Reviews of Interventions Version 6.2 (Higgins 2021).""","ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), World Health Organisation International Clinical Trials Registry Platform; Epistemonikos (www.epistemonikos.org); references; contacting researchers",Appendix 1. MEDLINE,yes (exact search strategy for at least one source),,,,,,
7/4/2023 10:57:32,ML,SY,,10.1002/14651858.CD015164,Electroconvulsive therapy for preventing relapse and recurrence in people with depression,Munkholm,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""Information Specialist (search strategy guidance, provided editorial guidance to authors, edited the article): Sarah Dawson, CCMD and University of Bristol""","used register: ""Cochrane Common Mental Disorders Controlled Trials Register (CCMDCTR; all available years);""","ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), Cochrane Common Mental Disorders Controlled Trials Register (CCMDCTR; all available years); World Health Organization International Clinical Trials Registry Platform; references; conference proceedings",Appendix 1. Preliminary MEDLINE (Ovid),yes (exact search strategy for at least one source),,,,,,
7/4/2023 11:02:47,ML,SY,,10.1002/14651858.CD014300,Psychological and social interventions for the promotion of mental health in people living in low- and middle-income countries affected by humanitarian crises,Papola,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""Information Specialist (search review, provided editorial guidance to authors, edited the article): Sarah Dawson, CCMD and University of Bristol""",likely hedge uses for RCT (not mentioned in main text),"ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), ProQuest (ABI/Inform Global, Nursing & Allied Health Database, Public Health Database), JSTOR (all available years); Campbell Collaboration (all available years); WHO International Clinical Trials Registry Platform (apps.who.int/trialsearch/; all available years); references; contacting researchers",Appendix 1. MEDLINE,yes (exact search strategy for at least one source),,,,,,
7/4/2023 11:06:57,ML,SY,,10.1002/14651858.CD015432,Ibuprofen for acute postoperative pain in children,Pessano,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""The Pain, Palliative and Supportive Care (PaPaS) Review Group’s Information Specialist will develop the search strategy. The PaPaS Information Specialist will perform the searches."", ""Information Specialist (searching support): Joanne Abbott (Oxford University Hospitals (OUH) NHS Foundation Trust, Oxford, UK)""",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), World Health Organization (WHO) International Clinical Trials Registry Platform (ICTRP) (apps.who.int/trialsearch/); references; contacting researchers",Appendix 1. MEDLINE (OVID),yes (exact search strategy for at least one source),,,,,,
7/4/2023 11:12:41,ML,SY,add note about hedges to columns P and J,10.1002/14651858.CD015065,Brain-computer interface training for motor recovery after stroke,Qin,Cochrane Database of Systematic Reviews,no,"We will modify the subject strategies for databases modelled on the search strategy designed for MEDLINE by the Cochrane Stroke Group’s Information Specialist (Appendix 1). We will combine all search strategies deployed with subject strategy adaptations of the highly sensitive search strategy designed by Cochrane for identifying randomised controlled trials and controlled clinical trials, as described in the Cochrane Handbook for Systematic Reviews of Interventions (Lefebvre 2021).",no,,,,no,"""We will modify the subject strategies for databases modelled on the search strategy designed for MEDLINE by the Cochrane Stroke Group’s Information Specialist (Appendix 1). We will combine all search strategies deployed with subject strategy adaptations of the highly sensitive search strategy designed by Cochrane for identifying randomised controlled trials and controlled clinical trials, as described in the Cochrane Handbook for Systematic Reviews of Interventions (Lefebvre 2021).""",,,,,,,,,yes,"""We will modify the subject strategies for databases modelled on the search strategy designed for MEDLINE by the Cochrane Stroke Group’s Information Specialist (Appendix 1)"", ""We thank the Cochrane Stroke Group for support during the development of this protocol, including Hazel Fraser, the Managing Editor, and Joshua Cheyne, the Information Specialist.""","used register: ""We will search the Cochrane Stroke Group's Specialised Register"", used hedge: ""We will combine all search strategies deployed with subject strategy adaptations of the highly sensitive search strategy designed by Cochrane for identifying randomised controlled trials and controlled clinical trials, as described in the Cochrane Handbook for Systematic Reviews of Interventions (Lefebvre 2021).""","ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), IEEE Xplore Digital Library, OVID (Embase/Embase Classic, PsycINFO, Medline), Scopus, Web of Science (Medline, Web of Science Core Collection), PEDro (Physiotherapy Evidence Database) (www.pedro.org.au/); Compendex and Inspec (Elsevier Engineering Village); International Clinical Trials Registry Platform (ICTRP) at the World Health Organization (who.int/ictrp/en/); references; contacting researchers",Appendix 1. MEDLINE,yes (exact search strategy for at least one source),,,,,,
7/4/2023 11:44:49,ML,SY,,10.1002/14651858.CD015173,Human stem cells for decompensated cirrhosis in adults,Aung,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""We will search The Cochrane Hepato‐Biliary Group Controlled Trials Register (will be searched internally by the Cochrane Hepato‐Biliary Group Information Specialist via the Cochrane Register of Studies Web),"", ""The authors would like to thank the Cochrane Hepato‐Biliary Group for their support in preparing this protocol, particularly Sarah Louise Klingenberg, Information Specialist and Dimitrinka Nikolova, Managing Editor."", ""Information Specialist (database searches): Sarah Louise Klingenberg, Denmark.""","used register: ""We will search The Cochrane Hepato‐Biliary Group Controlled Trials Register""","ClinicalTrials.gov, Cochrane Library (CENTRAL), Google Scholar, OVID (Embase/Embase Classic, PsycINFO, Medline), Virtual Health Library (LILACS), Web of Science (Medline, Web of Science Core Collection),  World Health Organization International Clinical Trial Registry Platform (www.who.int/ictrp); EU Clinical Trials Register (www.clinicaltrialsregister.eu/); the ISRCTN registry (www.isrctn.com/); European Medicines Agency (EMA; www.ema.europa.eu/ema/); the US Food and Drug Administration (FDA; www.fda.gov); manufacturers websites; OpenGrey; related articles; references; contacting researchers","Appendix 1. Cochrane Hepato‐Biliary Group Controlled Trials Register (searched via the Cochrane Register of Studies Web), CENTRAL, MEDLINE Ovid, Embase OVID, LILACS (Bireme), WoS",yes (exact search strategy for at least one source),,,,,,
7/4/2023 11:56:08,ML,SY,,10.1002/14651858.CD015385,Thermal stability and storage of human insulin,Richter,Cochrane Database of Systematic Reviews,yes,"""One review author (MIM) developed the search strategies using analytical text‐mining of 24 relevant publications already known to review author BR. We used the tools PubReMiner (hgserver2.amc.nl/cgi-bin/miner/miner2.cgi) and Yale MeSH Analyzer (mesh.med.yale.edu).""",no,,yes,"""One review author (MIM) developed the search strategies using analytical text‐mining of 24 relevant publications already known to review author BR. We used the tools PubReMiner (hgserver2.amc.nl/cgi-bin/miner/miner2.cgi) and Yale MeSH Analyzer (mesh.med.yale.edu)."" ""Appendix 1. Search strategies
PMIDs (PubMed‐IDs) of 24 relevant references used to develop the search strategies (Ovid syntax)
(5039832 or 5668013 or 9811506 or 11044282 or 15111554 or 16101301 or 16969698 or 18463345 or 19217734 or 19797814 or 20687866 or 20920435 or 22538135 or 24246357 or 24876429 or 27472257 or 30815830 or 31009254 or 31994414 or 32281880 or 33259116 or 33534816 or 12941735 or 29114035).ui. """,no,,,,,,,,,,no,,,"ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), Web of Science (Medline, Web of Science Core Collection), WHO Global Index Medicus (www.globalindexmedicus.net); World Health Organization International Clinical Trials Registry Platform (ICTRP); references; contacting manufacturers; contacting researchers","Appendix 1. CENTRAL, MEDLINE (Ovid), CINAHL (EbscoHost), WoS, WHO Global Index Medicus, WHO ICTRP Search Portal, ClinicalTrials.gov",yes (exact search strategy for all sources),,,,,,
7/4/2023 12:01:42,ML,SY,add note about hedge to columns P,10.1002/14651858.CD014810,Catheter ablation for atrial fibrillation,Said,Cochrane Database of Systematic Reviews,no,,no,,,,no,"""We will apply the Cochrane sensitivity and precision‐maximising RCT filter to MEDLINE Ovid and the adaptations to the other databases, except CENTRAL (Lefebvre 2019).""",,,,,,,,,yes,"""We would like to acknowledge the substantial and generous contributions made by ... Information Specialist (Charlene Bridges, University College London, UK)""","used hedge: ""We will apply the Cochrane sensitivity and precision‐maximising RCT filter to MEDLINE Ovid and the adaptations to the other databases, except CENTRAL (Lefebvre 2019).""","ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), Web of Science (Medline, Web of Science Core Collection), World Health Organization International Clinical Trials Registry Platform (ICTRP) Search Portal; references",Appendix 1. Preliminary MEDLINE Ovid,yes (exact search strategy for at least one source),,,,,,
6/27/2023 23:24:39,ML,SY,,10.1002/14651858.CD014461,Red flags to screen for vertebral fracture in patients presenting with low back pain,Han,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""The search strategy will be based upon the Williams 2013 Cochrane Review and updated in collaboration with a librarian.""",,"EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), references; citations; contacting researchers","Appendix 1, MEDLINE; Appendix 2, Embase; Appendix 3, CINAHL",yes (exact search strategy for all sources),,,,,,
7/5/2023 9:00:18,ML,YY,,10.1136/bmjopen-2021-059479,Efficacy of low-level laser therapy in patients with lower extremity tendinopathy or plantar fasciitis: systematic review and meta-analysis of randomised controlled trials,Naterstad,Sports and Exercise Medicine,no,,no,,,,no,,,,,,,,,,no,,,"OVID (Embase/Embase Classic, PsycINFO, Medline), PubMed (Medline), Physiotherapy Evidence Database (PEDro); references; contacting researchers",Supplemental material - PubMed,yes (exact search strategy for at least one source),,,,,,
7/4/2023 12:44:44,ML,YY,,10.1111/aas.14115,Mortality and adverse events of hemoadsorption with CytoSorb® in critically ill patients: A systematic review and meta-analysis of randomized controlled trials,Heymann,Acta anaesthesiologica Scandinavica,no,Protocol PROSPERO (CRD42021259447) does not include search strings,no,,,,no,,,,,,,,,,no,,,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), PubMed (Medline), World Health Organization International Clinical Trials Registry Platform; references","PubMed, EMBASE, CENTRAL, ClinicalTrials.gov",yes (exact search strategy for all sources),,,,,,
7/4/2023 17:13:08,ML,YY,,10.46222/ajhtl.19770720.335,Has “Islamic Tourism” Emerged After Over Fifty Decades of Publications? A Systematic Review,Alhammad,"African Journal of Hospitality, Tourism and Leisure",no,,no,,,,no,,,,,,,,,,no,,bibliometric study,Scopus,in main text: “Islamic Touris*” OR “Muslim Touris*” OR “Halal Touris*” OR “Islamic destination”,yes (exact search strategy for at least one source),,,,,,
7/4/2023 17:16:47,ML,YY,,10.3390/agronomy12112879,Understanding Farmers’ Adoption of Sustainable Agriculture Innovations: A Systematic Literature Review,Rosário ,Agronomy,no,,no,,,,no,,,,,,,,,,no,,bibliometric study,"Scopus, Web of Science (Medline, Web of Science Core Collection)",Table 2,yes (exact search strategy for all sources),,,,,,
7/4/2023 17:24:52,ML,YY,,10.1097/COC.0000000000000921,A Systematic Review of Conversion to Resectability in Unresectable Metastatic Colorectal Cancer Chemotherapy Trials,Chrabaszcz ,American Journal of Clinical Oncology: Cancer Clinical Trials,no,,no,,,,no,,,,,,,,,,no,,,"Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), PubMed (Medline)",Supplementary file,yes (exact search strategy for at least one source),,,,,,
7/4/2023 17:36:52,ML,YY,,10.19224/ai2022.407,Thromboembolism prophylaxis and anticoagulation in COVID-19 patients - A systematic review and meta analysis | Thromboembolieprophylaxe und Antikoagulation bei Covid-19- Patient. innen-Eine systematische Übersichtsarbeit und Meta-Analyse,Reis,Anasthesiologie und Intensivmedizin,no,,no,,,,no,,,,,,,,,,no,,"used registry: ""Cochrane COVID-19 Study Register""; text translated from German","ClinicalTrials.gov, OVID (Embase/Embase Classic, PsycINFO, Medline), Web of Science (Medline, Web of Science Core Collection), WHO International Clinical Trials Registry Platform; medRxiv; WHO COVID-19 Global; ResearchSquare;  ",Supplement: Cochrane COVID-19 Study Register; WoS; Research Square,yes (exact search strategy for all sources),,,,,,
7/4/2023 21:33:35,ML,YY,,10.20524/aog.2022.0741,The diagnostic performance of probe-based confocal laser endomicroscopy in the detection of gastric cancer: a systematic review and meta-analysis,Canakis,Annals of Gastroenterology,no,,no,,,,no,,,,,,,,,,yes,"""An experienced librarian assisted with the literature search, using medical subject headings and inputs provided by the study authors."" - no name",,"Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), Scopus, Web of Science (Medline, Web of Science Core Collection)",,no (full or partial list of keywords used given in text but no exact search),,,,,,
7/4/2023 22:01:40,ML,YY,,10.1136/annrheumdis-2022-222338,Systematic literature review of observational cohorts and clinical trials into the success rate of glucocorticoid discontinuation after their use as bridging therapy in patients with rheumatoid arthritis,Van Ouwerkerk,Annals of the Rheumatic Diseases,no,,no,,,,no,,,,,,,,,,yes,"""We would like to thank J.W. Schoones for his help and expertise in the systematic literature search.""",,"Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), PubMed (Medline), Web of Science (Medline, Web of Science Core Collection), Emcare, Academic Search Premier","Appendix I, MEDLINE, Embase, WoS, Cochrane, Emcare, Academic Search Premier",yes (exact search strategy for all sources),,,,,,
7/4/2023 22:07:55,ML,YY,,10.1016/j.appet.2022.106134,Orthorexia nervosa and eating disorder behaviors: A systematic review of the literature,Atchison,Appetite,no,,no,,,,no,,,,,,,,,,no,,,"PubMed (Medline), ScienceDirect, Web of Science (Medline, Web of Science Core Collection)",PUBMED in PROSPERO protocol supplement CRD42021283958,yes (exact search strategy for at least one source),,,,,,
7/5/2023 6:29:39,ML,YY,,10.1016/j.apmr.2022.01.166,Effects of Hypertonic Dextrose Injection (Prolotherapy) in Lateral Elbow Tendinosis: A Systematic Review and Meta-analysis,Zhu,Archives of Physical Medicine and Rehabilitation,no,,no,,,,no,,,,,,,,,,no,,,"Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), PubMed (Medline), Web of Science (Medline, Web of Science Core Collection), Dimensions; Global Health; NHS Health Technology Assessment; Allied and Complementary Medicine;","Appendix 1.MEDLINE via EBSCOhost; EMBASE, Global Health, AMED and Ovid Nursing Database via Ovid; CENTRAL; WoS; PubMed; Dimensions; NHS Health Technology Assessment",yes (exact search strategy for all sources),,,,,,
7/5/2023 6:47:57,ML,YY,,10.1186/s13690-022-00927-x,"Holistic antenatal education class interventions: a systematic review of the prioritisation and involvement of Indigenous Peoples’ of Aotearoa New Zealand, Australia, Canada and the United States over a 10-year period 2008 to 2018",Barrett,Archives of Public Health,no,,no,,,,no,,,,,,,,,,no,,,"Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), Google Scholar, ProQuest (ABI/Inform Global, Nursing & Allied Health Database, Public Health Database), PubMed (Medline)","in the main text, source unspecified, no fields, no filters",no (full or partial list of keywords used given in text but no exact search),,,,,,
7/5/2023 6:53:57,ML,YY,,10.56434/j.arch.esp.urol.20227510.120.,Is It Safe to Increase the Number of Percutaneous Nephrolithotomy Channels: A Systematic Review and Meta-Analysis,Song,Archivos Espanoles de Urologia,no,,no,,,,no,,,,,,,,,,no,,,"OVID (Embase/Embase Classic, PsycINFO, Medline), PubMed (Medline), Web of Science (Medline, Web of Science Core Collection), references","in the main text, source unspecified, no fields, no filters",no (full or partial list of keywords used given in text but no exact search),,,,,,
7/5/2023 7:02:50,ML,YY,,10.1016/j.bbr.2022.113933,Beneficial effects of whole-body vibration exercise for brain disorders in experimental studies with animal models: a systematic review,Cardoso,Behavioural Brain Research,no,,no,,,,no,,,,,,,,,,no,,,"OVID (Embase/Embase Classic, PsycINFO, Medline), PubMed (Medline), Scopus, Web of Science (Medline, Web of Science Core Collection)","main text, unspecified source, no fields or filters",no (full or partial list of keywords used given in text but no exact search),,,,,,
7/5/2023 7:20:34,ML,YY,,10.1186/s12877-022-03233-x,How different are objective operationalizations of walkability for older adults compared to the general population? A systematic review,Akinci,BMC Geriatrics,yes,"First, we defined a query logic based on keywords related to walkability and walking-related PA. Second, we ran initial tests in different databases, and conducted the final search on June 25, 2019, in three electronic databases: PubMed, Scopus, and Web of Science (WoS) (Fig. 1).",no,,,,no,,,,,,,,,,yes,"""We would like to thank research librarian Rafael Giráldez Quesada at Universitat Autònoma de Barcelona for his recommendations. """,,"PubMed (Medline), Scopus, Web of Science (Medline, Web of Science Core Collection)",Figure 1,yes (exact search strategy for all sources),,,,,,
